"Column 0: 8.3252, Column 1: 41.0, Column 2: 6.984126984126984, Column 3: 1.0238095238095237, Column 4: 322.0, Column 5: 2.5555555555555554, Column 6: 37.88, Column 7: -122.23, Column 8: 4.526 "
"Column 0: 2.5199, Column 1: 16.0, Column 2: 3.9713216957605986, Column 3: 1.1047381546134662, Column 4: 1550.0, Column 5: 1.9326683291770574, Column 6: 38.67, Column 7: -121.27, Column 8: 1.49 "
"Column 0: 4.0781, Column 1: 8.0, Column 2: 5.300925925925926, Column 3: 1.1157407407407407, Column 4: 447.0, Column 5: 2.0694444444444446, Column 6: 38.66, Column 7: -121.26, Column 8: 1.243 "
"Column 0: 2.7388, Column 1: 15.0, Column 2: 4.077071290944123, Column 3: 1.0096339113680155, Column 4: 866.0, Column 5: 1.6685934489402698, Column 6: 38.67, Column 7: -121.27, Column 8: 1.116 "
"Column 0: 3.8906, Column 1: 15.0, Column 2: 4.832386363636363, Column 3: 0.9829545454545454, Column 4: 723.0, Column 5: 2.053977272727273, Column 6: 38.67, Column 7: -121.27, Column 8: 1.287 "
"Column 0: 3.75, Column 1: 16.0, Column 2: 5.768718801996672, Column 3: 1.0232945091514143, Column 4: 1478.0, Column 5: 2.459234608985025, Column 6: 38.68, Column 7: -121.28, Column 8: 1.473 "
"Column 0: 5.4797, Column 1: 23.0, Column 2: 6.6937984496124034, Column 3: 1.0232558139534884, Column 4: 833.0, Column 5: 3.2286821705426356, Column 6: 38.67, Column 7: -121.28, Column 8: 1.6 "
"Column 0: 4.3625, Column 1: 29.0, Column 2: 6.247126436781609, Column 3: 1.0, Column 4: 430.0, Column 5: 2.471264367816092, Column 6: 38.67, Column 7: -121.28, Column 8: 1.588 "
"Column 0: 1.8589, Column 1: 20.0, Column 2: 5.225, Column 3: 1.05, Column 4: 921.0, Column 5: 2.558333333333333, Column 6: 38.68, Column 7: -121.29, Column 8: 1.44 "
"Column 0: 3.6516, Column 1: 20.0, Column 2: 5.757225433526012, Column 3: 1.0491329479768785, Column 4: 889.0, Column 5: 2.569364161849711, Column 6: 38.67, Column 7: -121.29, Column 8: 1.305 "
"Column 0: 5.2177, Column 1: 15.0, Column 2: 7.384449244060475, Column 3: 1.0161987041036717, Column 4: 3166.0, Column 5: 3.4190064794816415, Column 6: 38.72, Column 7: -121.25, Column 8: 1.627 "
"Column 0: 4.4609, Column 1: 16.0, Column 2: 6.2607361963190185, Column 3: 1.021472392638037, Column 4: 1912.0, Column 5: 2.932515337423313, Column 6: 38.71, Column 7: -121.27, Column 8: 1.429 "
"Column 0: 4.3009, Column 1: 14.0, Column 2: 5.847244094488189, Column 3: 1.0031496062992127, Column 4: 1845.0, Column 5: 2.905511811023622, Column 6: 38.71, Column 7: -121.25, Column 8: 1.434 "
"Column 0: 4.3826, Column 1: 9.0, Column 2: 6.631578947368421, Column 3: 1.1443123938879456, Column 4: 3275.0, Column 5: 2.7801358234295415, Column 6: 38.7, Column 7: -121.26, Column 8: 1.466 "
"Column 0: 5.6902, Column 1: 5.0, Column 2: 6.266900790166813, Column 3: 1.077260755048288, Column 4: 2623.0, Column 5: 2.302897278314311, Column 6: 38.69, Column 7: -121.17, Column 8: 2.432 "
"Column 0: 3.2321, Column 1: 11.0, Column 2: 7.0414673046252, Column 3: 1.1531100478468899, Column 4: 1520.0, Column 5: 2.4242424242424243, Column 6: 38.71, Column 7: -121.19, Column 8: 3.908 "
"Column 0: 6.3528, Column 1: 7.0, Column 2: 7.721739130434782, Column 3: 1.0543478260869565, Column 4: 2772.0, Column 5: 3.0130434782608697, Column 6: 38.69, Column 7: -121.18, Column 8: 2.745 "
"Column 0: 4.3214, Column 1: 28.0, Column 2: 6.4146868250539955, Column 3: 1.0172786177105833, Column 4: 1379.0, Column 5: 2.978401727861771, Column 6: 38.7, Column 7: -121.2, Column 8: 1.317 "
"Column 0: 2.7174, Column 1: 26.0, Column 2: 5.171428571428572, Column 3: 1.0201680672268907, Column 4: 1603.0, Column 5: 2.6941176470588237, Column 6: 38.69, Column 7: -121.2, Column 8: 1.375 "
"Column 0: 3.4506, Column 1: 10.0, Column 2: 5.356715141146279, Column 3: 1.0932420872540634, Column 4: 2954.0, Column 5: 2.5269461077844313, Column 6: 38.68, Column 7: -121.22, Column 8: 1.39 "
"Column 0: 4.4695, Column 1: 23.0, Column 2: 6.677536231884058, Column 3: 0.9891304347826086, Column 4: 818.0, Column 5: 2.963768115942029, Column 6: 38.71, Column 7: -121.22, Column 8: 2.147 "
"Column 0: 4.8542, Column 1: 18.0, Column 2: 7.328888888888889, Column 3: 1.0577777777777777, Column 4: 2227.0, Column 5: 3.299259259259259, Column 6: 38.71, Column 7: -121.23, Column 8: 1.705 "
"Column 0: 3.9226, Column 1: 19.0, Column 2: 6.204946996466431, Column 3: 1.0, Column 4: 2357.0, Column 5: 2.7762073027090697, Column 6: 38.69, Column 7: -121.23, Column 8: 1.487 "
"Column 0: 3.8954, Column 1: 27.0, Column 2: 5.5548523206751055, Column 3: 1.0242616033755274, Column 4: 2432.0, Column 5: 2.5654008438818567, Column 6: 38.67, Column 7: -121.23, Column 8: 1.33 "
"Column 0: 4.0182, Column 1: 28.0, Column 2: 6.123924268502582, Column 3: 1.0137693631669535, Column 4: 1742.0, Column 5: 2.9982788296041307, Column 6: 38.67, Column 7: -121.24, Column 8: 1.317 "
"Column 0: 3.4896, Column 1: 9.0, Column 2: 5.9620596205962055, Column 3: 1.1436314363143631, Column 4: 938.0, Column 5: 2.5420054200542004, Column 6: 38.68, Column 7: -121.2, Column 8: 1.438 "
"Column 0: 4.1071, Column 1: 11.0, Column 2: 5.813953488372093, Column 3: 1.0105708245243128, Column 4: 2827.0, Column 5: 2.988372093023256, Column 6: 38.67, Column 7: -121.21, Column 8: 1.458 "
"Column 0: 4.05, Column 1: 20.0, Column 2: 6.220264317180617, Column 3: 0.9955947136563876, Column 4: 700.0, Column 5: 3.0837004405286343, Column 6: 38.67, Column 7: -121.22, Column 8: 1.307 "
"Column 0: 3.0533, Column 1: 19.0, Column 2: 4.937190082644628, Column 3: 1.034710743801653, Column 4: 1610.0, Column 5: 2.6611570247933884, Column 6: 38.67, Column 7: -121.21, Column 8: 1.121 "
"Column 0: 4.817, Column 1: 16.0, Column 2: 6.332129963898917, Column 3: 1.0252707581227436, Column 4: 773.0, Column 5: 2.7906137184115525, Column 6: 38.67, Column 7: -121.19, Column 8: 1.47 "
"Column 0: 2.9803, Column 1: 26.0, Column 2: 5.170568561872909, Column 3: 0.959866220735786, Column 4: 773.0, Column 5: 2.5852842809364547, Column 6: 38.67, Column 7: -121.2, Column 8: 1.154 "
"Column 0: 4.6902, Column 1: 10.0, Column 2: 6.534569983136594, Column 3: 1.1264755480607083, Column 4: 1632.0, Column 5: 2.752107925801012, Column 6: 38.67, Column 7: -121.2, Column 8: 1.71 "
"Column 0: 6.1185, Column 1: 26.0, Column 2: 7.069343065693431, Column 3: 1.0437956204379562, Column 4: 769.0, Column 5: 2.8065693430656933, Column 6: 38.66, Column 7: -121.19, Column 8: 1.792 "
"Column 0: 5.47, Column 1: 17.0, Column 2: 6.659751037344399, Column 3: 0.9004149377593361, Column 4: 732.0, Column 5: 3.037344398340249, Column 6: 38.66, Column 7: -121.2, Column 8: 2.048 "
"Column 0: 6.1359, Column 1: 52.0, Column 2: 8.275862068965518, Column 3: 1.5172413793103448, Column 4: 6675.0, Column 5: 230.17241379310346, Column 6: 38.69, Column 7: -121.15, Column 8: 2.25 "
"Column 0: 2.5183, Column 1: 15.0, Column 2: 5.487544483985765, Column 3: 0.9911032028469751, Column 4: 1040.0, Column 5: 1.8505338078291815, Column 6: 38.71, Column 7: -121.17, Column 8: 2.933 "
"Column 0: 3.0, Column 1: 37.0, Column 2: 4.890625, Column 3: 1.04296875, Column 4: 686.0, Column 5: 2.6796875, Column 6: 38.68, Column 7: -121.17, Column 8: 1.219 "
"Column 0: 2.3333, Column 1: 42.0, Column 2: 4.931924882629108, Column 3: 1.1267605633802817, Column 4: 945.0, Column 5: 2.2183098591549295, Column 6: 38.67, Column 7: -121.18, Column 8: 1.16 "
"Column 0: 3.7796, Column 1: 21.0, Column 2: 5.256997455470738, Column 3: 1.037319762510602, Column 4: 2827.0, Column 5: 2.3977947413061917, Column 6: 38.67, Column 7: -121.16, Column 8: 1.59 "
"Column 0: 5.0159, Column 1: 6.0, Column 2: 6.5582329317269075, Column 3: 1.038152610441767, Column 4: 4583.0, Column 5: 3.06760374832664, Column 6: 38.68, Column 7: -121.15, Column 8: 1.896 "
"Column 0: 3.1161, Column 1: 21.0, Column 2: 5.369465648854962, Column 3: 1.0183206106870228, Column 4: 1687.0, Column 5: 2.5755725190839693, Column 6: 38.68, Column 7: -121.16, Column 8: 1.316 "
"Column 0: 6.2503, Column 1: 2.0, Column 2: 8.408163265306122, Column 3: 1.1884353741496598, Column 4: 4438.0, Column 5: 3.019047619047619, Column 6: 38.66, Column 7: -121.13, Column 8: 2.225 "
"Column 0: 4.2031, Column 1: 8.0, Column 2: 5.520833333333333, Column 3: 1.1354166666666667, Column 4: 398.0, Column 5: 4.145833333333333, Column 6: 38.55, Column 7: -121.13, Column 8: 2.125 "
"Column 0: 6.8869, Column 1: 6.0, Column 2: 7.382384532760472, Column 3: 1.0300751879699248, Column 4: 2354.0, Column 5: 2.5284640171858217, Column 6: 38.51, Column 7: -121.06, Column 8: 2.631 "
"Column 0: 3.6645, Column 1: 16.0, Column 2: 6.014018691588785, Column 3: 1.030373831775701, Column 4: 1041.0, Column 5: 2.432242990654206, Column 6: 38.47, Column 7: -121.13, Column 8: 2.034 "
"Column 0: 7.2582, Column 1: 4.0, Column 2: 7.376840696117805, Column 3: 1.0475234270414993, Column 4: 3857.0, Column 5: 2.5816599732262384, Column 6: 38.63, Column 7: -121.24, Column 8: 2.732 "
"Column 0: 2.233, Column 1: 25.0, Column 2: 4.746987951807229, Column 3: 1.1325301204819278, Column 4: 155.0, Column 5: 1.8674698795180722, Column 6: 38.58, Column 7: -121.22, Column 8: 0.55 "
"Column 0: 2.6981, Column 1: 35.0, Column 2: 5.572327044025157, Column 3: 1.005503144654088, Column 4: 4885.0, Column 5: 3.8404088050314464, Column 6: 38.55, Column 7: -121.28, Column 8: 1.125 "
"Column 0: 3.1711, Column 1: 35.0, Column 2: 6.147388059701493, Column 3: 1.044776119402985, Column 4: 1454.0, Column 5: 2.712686567164179, Column 6: 38.59, Column 7: -121.31, Column 8: 1.019 "
"Column 0: 3.6817, Column 1: 21.0, Column 2: 5.70911214953271, Column 3: 1.0379672897196262, Column 4: 4674.0, Column 5: 2.7301401869158877, Column 6: 38.59, Column 7: -121.32, Column 8: 1.361 "
"Column 0: 2.5035, Column 1: 24.0, Column 2: 5.391625615763547, Column 3: 1.1206896551724137, Column 4: 2149.0, Column 5: 2.646551724137931, Column 6: 38.59, Column 7: -121.32, Column 8: 1.237 "
"Column 0: 3.9727, Column 1: 17.0, Column 2: 5.745231030097499, Column 3: 1.0487494701144553, Column 4: 6544.0, Column 5: 2.774056803730394, Column 6: 38.61, Column 7: -121.29, Column 8: 1.327 "
"Column 0: 4.3235, Column 1: 25.0, Column 2: 5.524489795918368, Column 3: 0.9469387755102041, Column 4: 1423.0, Column 5: 2.904081632653061, Column 6: 38.61, Column 7: -121.3, Column 8: 1.169 "
"Column 0: 3.3926, Column 1: 32.0, Column 2: 5.575438596491228, Column 3: 1.0637426900584794, Column 4: 4951.0, Column 5: 2.8953216374269006, Column 6: 38.6, Column 7: -121.3, Column 8: 1.034 "
"Column 0: 2.7652, Column 1: 13.0, Column 2: 4.670020120724346, Column 3: 1.0845070422535212, Column 4: 1066.0, Column 5: 2.1448692152917506, Column 6: 38.62, Column 7: -121.27, Column 8: 0.956 "
"Column 0: 2.7356, Column 1: 22.0, Column 2: 5.237076648841355, Column 3: 1.103386809269162, Column 4: 1501.0, Column 5: 2.6755793226381464, Column 6: 38.61, Column 7: -121.28, Column 8: 0.961 "
"Column 0: 2.4722, Column 1: 23.0, Column 2: 5.430703624733476, Column 3: 1.0746268656716418, Column 4: 1235.0, Column 5: 2.633262260127932, Column 6: 38.61, Column 7: -121.28, Column 8: 1.033 "
"Column 0: 4.4519, Column 1: 26.0, Column 2: 5.722397476340694, Column 3: 0.943217665615142, Column 4: 963.0, Column 5: 3.0378548895899056, Column 6: 38.61, Column 7: -121.29, Column 8: 1.105 "
"Column 0: 2.9452, Column 1: 17.0, Column 2: 5.12933025404157, Column 3: 1.0538876058506543, Column 4: 2840.0, Column 5: 2.1862971516551193, Column 6: 38.61, Column 7: -121.27, Column 8: 1.156 "
"Column 0: 3.1654, Column 1: 25.0, Column 2: 5.267605633802817, Column 3: 0.9295774647887324, Column 4: 564.0, Column 5: 2.647887323943662, Column 6: 38.6, Column 7: -121.28, Column 8: 1.116 "
"Column 0: 3.1194, Column 1: 17.0, Column 2: 4.760683760683761, Column 3: 1.0769230769230769, Column 4: 848.0, Column 5: 2.415954415954416, Column 6: 38.6, Column 7: -121.28, Column 8: 1.125 "
"Column 0: 4.0938, Column 1: 29.0, Column 2: 5.721973094170403, Column 3: 1.0089686098654709, Column 4: 600.0, Column 5: 2.690582959641256, Column 6: 38.6, Column 7: -121.29, Column 8: 1.091 "
"Column 0: 5.31, Column 1: 15.0, Column 2: 7.1680851063829785, Column 3: 1.0617021276595744, Column 4: 1733.0, Column 5: 3.6872340425531913, Column 6: 38.57, Column 7: -121.32, Column 8: 1.275 "
"Column 0: 3.311, Column 1: 17.0, Column 2: 5.4174174174174174, Column 3: 1.024024024024024, Column 4: 1694.0, Column 5: 2.5435435435435436, Column 6: 38.56, Column 7: -121.33, Column 8: 1.094 "
"Column 0: 3.6897, Column 1: 25.0, Column 2: 4.1437125748503, Column 3: 0.874251497005988, Column 4: 504.0, Column 5: 3.0179640718562872, Column 6: 38.57, Column 7: -121.32, Column 8: 1.011 "
"Column 0: 4.5766, Column 1: 18.0, Column 2: 6.088541666666667, Column 3: 0.96875, Column 4: 614.0, Column 5: 3.1979166666666665, Column 6: 38.56, Column 7: -121.32, Column 8: 1.087 "
"Column 0: 2.9693, Column 1: 13.0, Column 2: 4.452313503305005, Column 3: 1.0292728989612843, Column 4: 2420.0, Column 5: 2.2851746931067045, Column 6: 38.54, Column 7: -121.32, Column 8: 1.044 "
"Column 0: 3.1042, Column 1: 18.0, Column 2: 5.463414634146342, Column 3: 0.926829268292683, Column 4: 95.0, Column 5: 2.317073170731707, Column 6: 38.53, Column 7: -121.28, Column 8: 1.65 "
"Column 0: 2.3787, Column 1: 19.0, Column 2: 4.582037996545768, Column 3: 1.1744386873920554, Column 4: 1419.0, Column 5: 2.4507772020725387, Column 6: 38.58, Column 7: -121.3, Column 8: 0.913 "
"Column 0: 2.6471, Column 1: 16.0, Column 2: 4.0986666666666665, Column 3: 0.9706666666666667, Column 4: 1125.0, Column 5: 3.0, Column 6: 38.58, Column 7: -121.3, Column 8: 0.907 "
"Column 0: 2.5035, Column 1: 10.0, Column 2: 4.871227364185111, Column 3: 1.1670020120724347, Column 4: 962.0, Column 5: 1.9356136820925554, Column 6: 38.58, Column 7: -121.31, Column 8: 1.125 "
"Column 0: 3.5192, Column 1: 9.0, Column 2: 4.863716814159292, Column 3: 0.9221238938053097, Column 4: 1663.0, Column 5: 2.943362831858407, Column 6: 38.57, Column 7: -121.31, Column 8: 1.133 "
"Column 0: 2.5, Column 1: 22.0, Column 2: 4.916, Column 3: 1.012, Column 4: 733.0, Column 5: 2.932, Column 6: 38.57, Column 7: -121.31, Column 8: 1.016 "
"Column 0: 2.3684, Column 1: 17.0, Column 2: 4.795857988165681, Column 3: 1.0355029585798816, Column 4: 706.0, Column 5: 2.088757396449704, Column 6: 38.57, Column 7: -121.33, Column 8: 1.5 "
"Column 0: 3.0481, Column 1: 3.0, Column 2: 4.2090452261306535, Column 3: 1.1417085427135678, Column 4: 2081.0, Column 5: 2.091457286432161, Column 6: 38.59, Column 7: -121.28, Column 8: 0.925 "
"Column 0: 3.6563, Column 1: 19.0, Column 2: 5.125, Column 3: 0.9791666666666666, Column 4: 1346.0, Column 5: 2.8041666666666667, Column 6: 38.59, Column 7: -121.29, Column 8: 0.956 "
"Column 0: 2.1116, Column 1: 25.0, Column 2: 4.897226753670473, Column 3: 1.1712887438825448, Column 4: 1660.0, Column 5: 2.707993474714519, Column 6: 38.59, Column 7: -121.3, Column 8: 0.896 "
"Column 0: 2.8966, Column 1: 29.0, Column 2: 5.234285714285714, Column 3: 1.0723809523809524, Column 4: 1619.0, Column 5: 3.083809523809524, Column 6: 38.58, Column 7: -121.3, Column 8: 0.924 "
"Column 0: 2.9896, Column 1: 12.0, Column 2: 5.016863406408095, Column 3: 1.0590219224283306, Column 4: 1440.0, Column 5: 2.4283305227655987, Column 6: 38.56, Column 7: -121.34, Column 8: 1.186 "
"Column 0: 4.1447, Column 1: 11.0, Column 2: 5.630952380952381, Column 3: 0.9880952380952381, Column 4: 1701.0, Column 5: 3.375, Column 6: 38.55, Column 7: -121.34, Column 8: 1.14 "
"Column 0: 3.5691, Column 1: 12.0, Column 2: 5.021335807050093, Column 3: 1.0383426097711812, Column 4: 8656.0, Column 5: 2.676561533704391, Column 6: 38.54, Column 7: -121.35, Column 8: 1.163 "
"Column 0: 2.9464, Column 1: 19.0, Column 2: 5.672661870503597, Column 3: 1.0494604316546763, Column 4: 3012.0, Column 5: 2.70863309352518, Column 6: 38.56, Column 7: -121.37, Column 8: 1.135 "
"Column 0: 2.6635, Column 1: 16.0, Column 2: 4.555555555555555, Column 3: 1.047953216374269, Column 4: 1762.0, Column 5: 2.0608187134502924, Column 6: 38.57, Column 7: -121.37, Column 8: 1.358 "
"Column 0: 2.7679, Column 1: 18.0, Column 2: 6.1354466858789625, Column 3: 1.0461095100864553, Column 4: 815.0, Column 5: 2.3487031700288186, Column 6: 38.56, Column 7: -121.37, Column 8: 1.18 "
"Column 0: 5.6485, Column 1: 26.0, Column 2: 7.629787234042553, Column 3: 1.0382978723404255, Column 4: 653.0, Column 5: 2.7787234042553193, Column 6: 38.57, Column 7: -121.36, Column 8: 1.295 "
"Column 0: 4.5066, Column 1: 16.0, Column 2: 5.420618556701031, Column 3: 1.0123711340206185, Column 4: 1265.0, Column 5: 2.6082474226804124, Column 6: 38.56, Column 7: -121.35, Column 8: 1.402 "
"Column 0: 5.0917, Column 1: 17.0, Column 2: 6.125954198473282, Column 3: 0.9847328244274809, Column 4: 748.0, Column 5: 2.854961832061069, Column 6: 38.58, Column 7: -121.34, Column 8: 1.341 "
"Column 0: 4.4602, Column 1: 14.0, Column 2: 5.836215666327568, Column 3: 1.0254323499491353, Column 4: 2731.0, Column 5: 2.77822990844354, Column 6: 38.57, Column 7: -121.34, Column 8: 1.345 "
"Column 0: 3.9934, Column 1: 18.0, Column 2: 5.781935483870968, Column 3: 1.0064516129032257, Column 4: 2211.0, Column 5: 2.8529032258064517, Column 6: 38.55, Column 7: -121.35, Column 8: 1.233 "
"Column 0: 5.0427, Column 1: 22.0, Column 2: 6.405405405405405, Column 3: 1.00982800982801, Column 4: 1216.0, Column 5: 2.9877149877149876, Column 6: 38.55, Column 7: -121.35, Column 8: 1.269 "
"Column 0: 2.8021, Column 1: 33.0, Column 2: 6.2356020942408374, Column 3: 1.036649214659686, Column 4: 554.0, Column 5: 2.900523560209424, Column 6: 38.55, Column 7: -121.36, Column 8: 1.188 "
"Column 0: 5.0622, Column 1: 16.0, Column 2: 6.140161725067386, Column 3: 0.9973045822102425, Column 4: 1203.0, Column 5: 3.242587601078167, Column 6: 38.56, Column 7: -121.35, Column 8: 1.324 "
"Column 0: 5.2881, Column 1: 17.0, Column 2: 6.573389651531151, Column 3: 0.9904963041182682, Column 4: 3064.0, Column 5: 3.235480464625132, Column 6: 38.56, Column 7: -121.36, Column 8: 1.38 "
"Column 0: 4.5815, Column 1: 21.0, Column 2: 6.165909090909091, Column 3: 0.9818181818181818, Column 4: 1287.0, Column 5: 2.925, Column 6: 38.55, Column 7: -121.37, Column 8: 1.255 "
"Column 0: 1.8288, Column 1: 20.0, Column 2: 4.277777777777778, Column 3: 1.1527777777777777, Column 4: 667.0, Column 5: 2.3159722222222223, Column 6: 38.56, Column 7: -121.36, Column 8: 0.325 "
"Column 0: 2.0901, Column 1: 27.0, Column 2: 4.06, Column 3: 1.1311111111111112, Column 4: 852.0, Column 5: 1.8933333333333333, Column 6: 38.56, Column 7: -121.37, Column 8: 0.525 "
"Column 0: 4.15, Column 1: 19.0, Column 2: 6.180451127819549, Column 3: 1.0075187969924813, Column 4: 457.0, Column 5: 3.43609022556391, Column 6: 38.51, Column 7: -121.3, Column 8: 1.575 "
"Column 0: 4.2206, Column 1: 29.0, Column 2: 6.639204545454546, Column 3: 1.1107954545454546, Column 4: 1054.0, Column 5: 2.9943181818181817, Column 6: 38.51, Column 7: -121.35, Column 8: 1.577 "
"Column 0: 4.3658, Column 1: 4.0, Column 2: 6.799092676604018, Column 3: 1.0991574854180168, Column 4: 10329.0, Column 5: 3.347051198963059, Column 6: 38.47, Column 7: -121.4, Column 8: 1.306 "
"Column 0: 4.5604, Column 1: 4.0, Column 2: 6.737383177570093, Column 3: 1.0663551401869158, Column 4: 6578.0, Column 5: 3.073831775700935, Column 6: 38.47, Column 7: -121.38, Column 8: 1.459 "
"Column 0: 5.4445, Column 1: 3.0, Column 2: 8.531645569620252, Column 3: 1.2151898734177216, Column 4: 990.0, Column 5: 3.132911392405063, Column 6: 38.43, Column 7: -121.39, Column 8: 2.376 "
"Column 0: 5.8831, Column 1: 19.0, Column 2: 6.881188118811881, Column 3: 1.0247524752475248, Column 4: 1320.0, Column 5: 3.267326732673267, Column 6: 38.44, Column 7: -121.27, Column 8: 2.099 "
"Column 0: 4.3879, Column 1: 2.0, Column 2: 7.105691056910569, Column 3: 1.1504065040650406, Column 4: 2816.0, Column 5: 2.861788617886179, Column 6: 38.46, Column 7: -121.35, Column 8: 1.444 "
"Column 0: 5.7452, Column 1: 14.0, Column 2: 7.0285087719298245, Column 3: 1.019736842105263, Column 4: 1439.0, Column 5: 3.155701754385965, Column 6: 38.44, Column 7: -121.34, Column 8: 2.409 "
"Column 0: 5.8239, Column 1: 17.0, Column 2: 6.887323943661972, Column 3: 1.0250391236306728, Column 4: 1970.0, Column 5: 3.082942097026604, Column 6: 38.41, Column 7: -121.32, Column 8: 2.475 "
"Column 0: 5.1811, Column 1: 6.0, Column 2: 9.431884057971015, Column 3: 1.3478260869565217, Column 4: 1168.0, Column 5: 3.3855072463768114, Column 6: 38.42, Column 7: -121.36, Column 8: 1.884 "
"Column 0: 3.5625, Column 1: 14.0, Column 2: 5.769349845201238, Column 3: 1.0603715170278638, Column 4: 1741.0, Column 5: 2.695046439628483, Column 6: 38.41, Column 7: -121.37, Column 8: 1.257 "
"Column 0: 3.3281, Column 1: 18.0, Column 2: 4.88539741219963, Column 3: 0.9279112754158965, Column 4: 1755.0, Column 5: 3.243992606284658, Column 6: 38.42, Column 7: -121.37, Column 8: 0.912 "
"Column 0: 4.7557, Column 1: 7.0, Column 2: 6.874717832957111, Column 3: 1.0395033860045146, Column 4: 2916.0, Column 5: 3.291196388261851, Column 6: 38.41, Column 7: -121.38, Column 8: 1.504 "
"Column 0: 4.45, Column 1: 10.0, Column 2: 5.834752981260648, Column 3: 1.071550255536627, Column 4: 1538.0, Column 5: 2.6201022146507666, Column 6: 38.41, Column 7: -121.38, Column 8: 1.387 "
"Column 0: 4.8831, Column 1: 15.0, Column 2: 6.74512987012987, Column 3: 1.0340909090909092, Column 4: 1722.0, Column 5: 2.7954545454545454, Column 6: 38.4, Column 7: -121.38, Column 8: 1.544 "
"Column 0: 6.2575, Column 1: 15.0, Column 2: 7.35546875, Column 3: 0.9921875, Column 4: 893.0, Column 5: 3.48828125, Column 6: 38.39, Column 7: -121.37, Column 8: 1.435 "
"Column 0: 3.175, Column 1: 11.0, Column 2: 5.476415094339623, Column 3: 1.0825471698113207, Column 4: 1373.0, Column 5: 3.2382075471698113, Column 6: 38.4, Column 7: -121.35, Column 8: 0.944 "
"Column 0: 4.175, Column 1: 18.0, Column 2: 5.709371293001186, Column 3: 1.00711743772242, Column 4: 2333.0, Column 5: 2.767497034400949, Column 6: 38.4, Column 7: -121.36, Column 8: 1.444 "
"Column 0: 5.2447, Column 1: 10.0, Column 2: 6.755936675461742, Column 3: 1.0065963060686016, Column 4: 2568.0, Column 5: 3.387862796833773, Column 6: 38.39, Column 7: -121.36, Column 8: 1.481 "
"Column 0: 7.0326, Column 1: 10.0, Column 2: 6.670967741935484, Column 3: 0.9870967741935484, Column 4: 478.0, Column 5: 3.0838709677419356, Column 6: 38.37, Column 7: -121.13, Column 8: 2.411 "
"Column 0: 3.8897, Column 1: 14.0, Column 2: 6.097222222222222, Column 3: 1.0717592592592593, Column 4: 1402.0, Column 5: 3.2453703703703702, Column 6: 38.36, Column 7: -121.2, Column 8: 1.757 "
"Column 0: 4.6989, Column 1: 14.0, Column 2: 6.291469194312796, Column 3: 1.0450236966824644, Column 4: 1277.0, Column 5: 3.0260663507109005, Column 6: 38.4, Column 7: -121.22, Column 8: 2.138 "
"Column 0: 4.5368, Column 1: 20.0, Column 2: 6.113095238095238, Column 3: 1.0089285714285714, Column 4: 934.0, Column 5: 2.7797619047619047, Column 6: 38.43, Column 7: -121.22, Column 8: 2.193 "
"Column 0: 4.5272, Column 1: 17.0, Column 2: 5.895161290322581, Column 3: 1.0376344086021505, Column 4: 1148.0, Column 5: 3.086021505376344, Column 6: 38.36, Column 7: -121.29, Column 8: 1.917 "
"Column 0: 4.4107, Column 1: 17.0, Column 2: 6.426966292134831, Column 3: 1.1348314606741574, Column 4: 626.0, Column 5: 3.5168539325842696, Column 6: 38.31, Column 7: -121.27, Column 8: 1.516 "
"Column 0: 4.1974, Column 1: 14.0, Column 2: 6.058035714285714, Column 3: 1.1026785714285714, Column 4: 695.0, Column 5: 3.1026785714285716, Column 6: 38.33, Column 7: -121.1, Column 8: 1.578 "
"Column 0: 3.9808, Column 1: 20.0, Column 2: 5.678688524590164, Column 3: 1.0065573770491802, Column 4: 999.0, Column 5: 3.275409836065574, Column 6: 38.28, Column 7: -121.2, Column 8: 1.602 "
"Column 0: 4.4125, Column 1: 20.0, Column 2: 6.0, Column 3: 1.0456621004566211, Column 4: 712.0, Column 5: 3.2511415525114153, Column 6: 38.27, Column 7: -121.26, Column 8: 1.446 "
"Column 0: 4.8073, Column 1: 11.0, Column 2: 6.669527896995708, Column 3: 1.1158798283261802, Column 4: 793.0, Column 5: 3.40343347639485, Column 6: 38.28, Column 7: -121.29, Column 8: 1.567 "
"Column 0: 3.2234, Column 1: 17.0, Column 2: 5.2, Column 3: 1.0509433962264152, Column 4: 1986.0, Column 5: 3.7471698113207546, Column 6: 38.28, Column 7: -121.35, Column 8: 0.82 "
"Column 0: 4.4306, Column 1: 14.0, Column 2: 5.355191256830601, Column 3: 0.9344262295081968, Column 4: 659.0, Column 5: 3.601092896174863, Column 6: 38.28, Column 7: -121.33, Column 8: 1.701 "
"Column 0: 1.9485, Column 1: 16.0, Column 2: 4.518518518518518, Column 3: 1.0343915343915344, Column 4: 687.0, Column 5: 1.8174603174603174, Column 6: 38.28, Column 7: -121.31, Column 8: 1.554 "
"Column 0: 3.215, Column 1: 19.0, Column 2: 4.837931034482758, Column 3: 0.9517241379310345, Column 4: 901.0, Column 5: 3.106896551724138, Column 6: 38.26, Column 7: -121.3, Column 8: 1.046 "
"Column 0: 1.8846, Column 1: 22.0, Column 2: 4.20952380952381, Column 3: 0.9428571428571428, Column 4: 1005.0, Column 5: 2.392857142857143, Column 6: 38.26, Column 7: -121.31, Column 8: 0.883 "
